Dataset:     Combined Cycle Power Plant
465.81            2 (0.02%)
465.82            4 (0.04%)
465.84            1 (0.01%)
465.85            2 (0.02%)
465.86            3 (0.03%)
465.87            2 (0.02%)
465.88            2 (0.02%)
465.89            6 (0.06%)
465.9             1 (0.01%)
465.92            1 (0.01%)
465.93            2 (0.02%)
465.94            1 (0.01%)
465.95            1 (0.01%)
465.96            2 (0.02%)
465.97            1 (0.01%)
465.98            1 (0.01%)
465.99            2 (0.02%)
466.0             2 (0.02%)
466.01            2 (0.02%)
466.02            2 (0.02%)
466.03            1 (0.01%)
466.04            1 (0.01%)
466.05            3 (0.03%)
466.06            4 (0.04%)
466.07            2 (0.02%)
466.08            1 (0.01%)
466.09            1 (0.01%)
466.1             1 (0.01%)
466.12            1 (0.01%)
466.13            1 (0.01%)
466.14            1 (0.01%)
466.15            4 (0.04%)
466.16            1 (0.01%)
466.17            3 (0.03%)
466.2             7 (0.07%)
466.21            2 (0.02%)
466.22            1 (0.01%)
466.24            5 (0.05%)
466.25            2 (0.02%)
466.26            1 (0.01%)
466.27            2 (0.02%)
466.29            3 (0.03%)
466.3             1 (0.01%)
466.31            1 (0.01%)
466.33            2 (0.02%)
466.34            1 (0.01%)
466.36            3 (0.03%)
466.37            1 (0.01%)
466.38            4 (0.04%)
466.39            2 (0.02%)
466.4             1 (0.01%)
466.41            1 (0.01%)
466.42            1 (0.01%)
466.45            1 (0.01%)
466.46            2 (0.02%)
466.47            4 (0.04%)
466.49            2 (0.02%)
466.5             2 (0.02%)
466.51            2 (0.02%)
466.52            3 (0.03%)
466.53            1 (0.01%)
466.54            1 (0.01%)
466.55            1 (0.01%)
466.56            4 (0.04%)
466.58            1 (0.01%)
466.59            2 (0.02%)
466.6             1 (0.01%)
466.61            1 (0.01%)
466.62            1 (0.01%)
466.63            2 (0.02%)
466.64            2 (0.02%)
466.66            2 (0.02%)
466.67            2 (0.02%)
466.68            3 (0.03%)
466.69            2 (0.02%)
466.7             3 (0.03%)
466.71            4 (0.04%)
466.72            2 (0.02%)
466.73            3 (0.03%)
466.74            2 (0.02%)
466.75            5 (0.05%)
466.77            2 (0.02%)
466.78            3 (0.03%)
466.79            1 (0.01%)
466.8             2 (0.02%)
466.81            1 (0.01%)
466.83            5 (0.05%)
466.85            2 (0.02%)
466.86            3 (0.03%)
466.87            2 (0.02%)
466.88            3 (0.03%)
466.89            1 (0.01%)
466.91            1 (0.01%)
466.92            1 (0.01%)
466.93            1 (0.01%)
466.95            4 (0.04%)
466.96            1 (0.01%)
466.99            3 (0.03%)
467.0             2 (0.02%)
467.01            4 (0.04%)
467.02            1 (0.01%)
467.03            1 (0.01%)
467.04            1 (0.01%)
467.05            2 (0.02%)
467.06            2 (0.02%)
467.07            1 (0.01%)
467.08            2 (0.02%)
467.09            1 (0.01%)
467.1             2 (0.02%)
467.11            1 (0.01%)
467.12            2 (0.02%)
467.14            2 (0.02%)
467.15            1 (0.01%)
467.16            2 (0.02%)
467.18            2 (0.02%)
467.19            2 (0.02%)
467.2             3 (0.03%)
467.21            5 (0.05%)
467.22            4 (0.04%)
467.23            3 (0.03%)
467.24            1 (0.01%)
467.25            2 (0.02%)
467.28            2 (0.02%)
467.29            3 (0.03%)
467.3             4 (0.04%)
467.31            1 (0.01%)
467.32            3 (0.03%)
467.33            3 (0.03%)
467.34            2 (0.02%)
467.35            1 (0.01%)
467.37            1 (0.01%)
467.39            2 (0.02%)
467.4             1 (0.01%)
467.41            4 (0.04%)
467.42            3 (0.03%)
467.43            1 (0.01%)
467.44            3 (0.03%)
467.45            1 (0.01%)
467.46            4 (0.04%)
467.47            2 (0.02%)
467.48            3 (0.03%)
467.5             1 (0.01%)
467.51            3 (0.03%)
467.53            2 (0.02%)
467.54            4 (0.04%)
467.55            1 (0.01%)
467.56            1 (0.01%)
467.57            1 (0.01%)
467.59            1 (0.01%)
467.6             3 (0.03%)
467.61            1 (0.01%)
467.62            2 (0.02%)
467.65            1 (0.01%)
467.66            1 (0.01%)
467.67            1 (0.01%)
467.68            3 (0.03%)
467.69            2 (0.02%)
467.7             1 (0.01%)
467.71            3 (0.03%)
467.72            2 (0.02%)
467.74            3 (0.03%)
467.76            1 (0.01%)
467.77            2 (0.02%)
467.78            1 (0.01%)
467.79            1 (0.01%)
467.8             3 (0.03%)
467.81            3 (0.03%)
467.82            1 (0.01%)
467.83            3 (0.03%)
467.84            1 (0.01%)
467.85            1 (0.01%)
467.87            2 (0.02%)
467.88            1 (0.01%)
467.89            1 (0.01%)
467.9             4 (0.04%)
467.91            1 (0.01%)
467.92            2 (0.02%)
467.93            1 (0.01%)
467.95            2 (0.02%)
467.96            3 (0.03%)
467.97            1 (0.01%)
467.98            2 (0.02%)
467.99            2 (0.02%)
468.0             1 (0.01%)
468.01            3 (0.03%)
468.02            2 (0.02%)
468.06            1 (0.01%)
468.07            1 (0.01%)
468.09            2 (0.02%)
468.1             1 (0.01%)
468.12            1 (0.01%)
468.13            1 (0.01%)
468.14            5 (0.05%)
468.15            1 (0.01%)
468.17            1 (0.01%)
468.18            1 (0.01%)
468.19            4 (0.04%)
468.21            1 (0.01%)
468.22            4 (0.04%)
468.23            2 (0.02%)
468.27            3 (0.03%)
468.28            1 (0.01%)
468.29            1 (0.01%)
468.3             1 (0.01%)
468.31            1 (0.01%)
468.33            1 (0.01%)
468.35            4 (0.04%)
468.36            2 (0.02%)
468.37            3 (0.03%)
468.4             4 (0.04%)
468.41            1 (0.01%)
468.43            5 (0.05%)
468.45            2 (0.02%)
468.46            2 (0.02%)
468.47            1 (0.01%)
468.49            3 (0.03%)
468.5             1 (0.01%)
468.51            1 (0.01%)
468.52            1 (0.01%)
468.53            3 (0.03%)
468.54            1 (0.01%)
468.55            3 (0.03%)
468.57            3 (0.03%)
468.58            1 (0.01%)
468.6             1 (0.01%)
468.61            1 (0.01%)
468.62            1 (0.01%)
468.63            3 (0.03%)
468.64            3 (0.03%)
468.66            1 (0.01%)
468.67            1 (0.01%)
468.69            1 (0.01%)
468.72            1 (0.01%)
468.74            1 (0.01%)
468.75            3 (0.03%)
468.76            1 (0.01%)
468.78            2 (0.02%)
468.79            1 (0.01%)
468.8             9 (0.09%)
468.81            1 (0.01%)
468.82            3 (0.03%)
468.83            1 (0.01%)
468.84            3 (0.03%)
468.85            2 (0.02%)
468.86            3 (0.03%)
468.87            7 (0.07%)
468.88            4 (0.04%)
468.9             2 (0.02%)
468.91            2 (0.02%)
468.92            3 (0.03%)
468.93            1 (0.01%)
468.94            1 (0.01%)
468.96            2 (0.02%)
468.97            1 (0.01%)
468.98            1 (0.01%)
469.0             1 (0.01%)
469.02            4 (0.04%)
469.03            3 (0.03%)
469.04            1 (0.01%)
469.05            1 (0.01%)
469.06            2 (0.02%)
469.08            2 (0.02%)
469.09            1 (0.01%)
469.1             1 (0.01%)
469.11            1 (0.01%)
469.12            3 (0.03%)
469.13            3 (0.03%)
469.15            1 (0.01%)
469.17            3 (0.03%)
469.18            4 (0.04%)
469.21            1 (0.01%)
469.22            1 (0.01%)
469.23            4 (0.04%)
469.25            4 (0.04%)
469.27            3 (0.03%)
469.28            2 (0.02%)
469.29            1 (0.01%)
469.3             2 (0.02%)
469.31            2 (0.02%)
469.32            1 (0.01%)
469.33            3 (0.03%)
469.34            6 (0.06%)
469.35            2 (0.02%)
469.37            2 (0.02%)
469.38            2 (0.02%)
469.4             1 (0.01%)
469.41            2 (0.02%)
469.42            1 (0.01%)
469.43            1 (0.01%)
469.44            2 (0.02%)
469.47            1 (0.01%)
469.48            1 (0.01%)
469.49            1 (0.01%)
469.5             1 (0.01%)
469.51            1 (0.01%)
469.52            4 (0.04%)
469.53            2 (0.02%)
469.54            1 (0.01%)
469.55            2 (0.02%)
469.56            1 (0.01%)
469.57            3 (0.03%)
469.58            1 (0.01%)
469.59            2 (0.02%)
469.6             3 (0.03%)
469.61            2 (0.02%)
469.62            1 (0.01%)
469.63            2 (0.02%)
469.64            3 (0.03%)
469.65            1 (0.01%)
469.67            1 (0.01%)
469.68            1 (0.01%)
469.69            2 (0.02%)
469.71            1 (0.01%)
469.73            2 (0.02%)
469.74            1 (0.01%)
469.75            4 (0.04%)
469.76            1 (0.01%)
469.79            2 (0.02%)
469.8             3 (0.03%)
469.81            1 (0.01%)
469.83            2 (0.02%)
469.85            1 (0.01%)
469.86            1 (0.01%)
469.89            1 (0.01%)
469.9             4 (0.04%)
469.92            3 (0.03%)
469.93            3 (0.03%)
469.94            2 (0.02%)
469.96            1 (0.01%)
469.97            1 (0.01%)
470.02            2 (0.02%)
470.03            2 (0.02%)
470.04            2 (0.02%)
470.05            1 (0.01%)
470.06            2 (0.02%)
470.07            1 (0.01%)
470.1             1 (0.01%)
470.11            2 (0.02%)
470.13            1 (0.01%)
470.14            1 (0.01%)
470.17            3 (0.03%)
470.18            1 (0.01%)
470.19            3 (0.03%)
470.2             1 (0.01%)
470.21            2 (0.02%)
470.22            2 (0.02%)
470.23            1 (0.01%)
470.27            1 (0.01%)
470.28            2 (0.02%)
470.29            1 (0.01%)
470.31            2 (0.02%)
470.32            1 (0.01%)
470.33            2 (0.02%)
470.35            2 (0.02%)
470.36            1 (0.01%)
470.37            2 (0.02%)
470.38            1 (0.01%)
470.39            5 (0.05%)
470.4             1 (0.01%)
470.41            4 (0.04%)
470.42            1 (0.01%)
470.44            3 (0.03%)
470.45            1 (0.01%)
470.46            2 (0.02%)
470.47            1 (0.01%)
470.48            1 (0.01%)
470.49            2 (0.02%)
470.5             1 (0.01%)
470.53            1 (0.01%)
470.55            1 (0.01%)
470.56            1 (0.01%)
470.57            1 (0.01%)
470.59            2 (0.02%)
470.63            4 (0.04%)
470.65            1 (0.01%)
470.66            4 (0.04%)
470.67            3 (0.03%)
470.68            2 (0.02%)
470.69            1 (0.01%)
470.71            2 (0.02%)
470.74            1 (0.01%)
470.75            1 (0.01%)
470.76            2 (0.02%)
470.77            1 (0.01%)
470.78            2 (0.02%)
470.79            2 (0.02%)
470.8             3 (0.03%)
470.81            1 (0.01%)
470.82            3 (0.03%)
470.84            4 (0.04%)
470.85            2 (0.02%)
470.86            1 (0.01%)
470.87            2 (0.02%)
470.88            3 (0.03%)
470.89            2 (0.02%)
470.9             3 (0.03%)
470.91            1 (0.01%)
470.92            4 (0.04%)
470.93            3 (0.03%)
470.94            1 (0.01%)
470.95            2 (0.02%)
470.96            3 (0.03%)
470.97            1 (0.01%)
470.98            2 (0.02%)
470.99            1 (0.01%)
471.0             3 (0.03%)
471.03            1 (0.01%)
471.04            1 (0.01%)
471.05            4 (0.04%)
471.07            2 (0.02%)
471.08            3 (0.03%)
471.09            1 (0.01%)
471.1             1 (0.01%)
471.11            2 (0.02%)
471.12            1 (0.01%)
471.13            2 (0.02%)
471.15            2 (0.02%)
471.16            2 (0.02%)
471.17            1 (0.01%)
471.19            4 (0.04%)
471.23            4 (0.04%)
471.24            3 (0.03%)
471.26            4 (0.04%)
471.27            1 (0.01%)
471.28            1 (0.01%)
471.3             2 (0.02%)
471.31            1 (0.01%)
471.32            5 (0.05%)
471.33            1 (0.01%)
471.34            1 (0.01%)
471.36            2 (0.02%)
471.38            3 (0.03%)
471.39            2 (0.02%)
471.41            1 (0.01%)
471.42            5 (0.05%)
471.43            4 (0.04%)
471.44            3 (0.03%)
471.45            1 (0.01%)
471.46            2 (0.02%)
471.47            3 (0.03%)
471.48            2 (0.02%)
471.49            2 (0.02%)
471.52            1 (0.01%)
471.55            1 (0.01%)
471.56            1 (0.01%)
471.58            2 (0.02%)
471.59            2 (0.02%)
471.6             4 (0.04%)
471.61            3 (0.03%)
471.62            1 (0.01%)
471.63            2 (0.02%)
471.64            1 (0.01%)
471.65            1 (0.01%)
471.66            1 (0.01%)
471.68            1 (0.01%)
471.69            1 (0.01%)
471.7             1 (0.01%)
471.71            1 (0.01%)
471.72            2 (0.02%)
471.73            1 (0.01%)
471.75            1 (0.01%)
471.77            1 (0.01%)
471.78            2 (0.02%)
471.79            4 (0.04%)
471.8             3 (0.03%)
471.81            2 (0.02%)
471.82            2 (0.02%)
471.83            1 (0.01%)
471.84            1 (0.01%)
471.85            3 (0.03%)
471.86            3 (0.03%)
471.87            1 (0.01%)
471.89            1 (0.01%)
471.91            1 (0.01%)
471.92            1 (0.01%)
471.93            2 (0.02%)
471.94            1 (0.01%)
471.95            1 (0.01%)
471.96            2 (0.02%)
471.97            1 (0.01%)
471.98            1 (0.01%)
471.99            2 (0.02%)
472.01            1 (0.01%)
472.02            1 (0.01%)
472.04            3 (0.03%)
472.06            1 (0.01%)
472.07            1 (0.01%)
472.08            1 (0.01%)
472.11            2 (0.02%)
472.12            1 (0.01%)
472.13            2 (0.02%)
472.14            1 (0.01%)
472.15            2 (0.02%)
472.16            5 (0.05%)
472.17            4 (0.04%)
472.18            1 (0.01%)
472.19            2 (0.02%)
472.2             1 (0.01%)
472.22            4 (0.04%)
472.27            2 (0.02%)
472.28            1 (0.01%)
472.3             1 (0.01%)
472.31            3 (0.03%)
472.32            4 (0.04%)
472.33            2 (0.02%)
472.34            2 (0.02%)
472.36            2 (0.02%)
472.37            1 (0.01%)
472.4             1 (0.01%)
472.41            3 (0.03%)
472.42            2 (0.02%)
472.43            3 (0.03%)
472.44            1 (0.01%)
472.45            5 (0.05%)
472.46            2 (0.02%)
472.47            2 (0.02%)
472.49            1 (0.01%)
472.5             3 (0.03%)
472.51            1 (0.01%)
472.52            3 (0.03%)
472.53            1 (0.01%)
472.54            3 (0.03%)
472.55            1 (0.01%)
472.57            2 (0.02%)
472.59            2 (0.02%)
472.61            1 (0.01%)
472.62            2 (0.02%)
472.63            3 (0.03%)
472.64            1 (0.01%)
472.65            3 (0.03%)
472.66            1 (0.01%)
472.67            2 (0.02%)
472.68            2 (0.02%)
472.69            2 (0.02%)
472.7             1 (0.01%)
472.71            1 (0.01%)
472.72            1 (0.01%)
472.73            1 (0.01%)
472.75            1 (0.01%)
472.76            2 (0.02%)
472.77            2 (0.02%)
472.79            1 (0.01%)
472.81            1 (0.01%)
472.82            2 (0.02%)
472.84            2 (0.02%)
472.85            1 (0.01%)
472.86            2 (0.02%)
472.88            2 (0.02%)
472.9             4 (0.04%)
472.94            2 (0.02%)
472.95            4 (0.04%)
472.98            1 (0.01%)
472.99            1 (0.01%)
473.0             3 (0.03%)
473.01            2 (0.02%)
473.02            1 (0.01%)
473.05            2 (0.02%)
473.06            1 (0.01%)
473.08            1 (0.01%)
473.09            2 (0.02%)
473.1             1 (0.01%)
473.11            1 (0.01%)
473.12            1 (0.01%)
473.13            1 (0.01%)
473.16            3 (0.03%)
473.17            2 (0.02%)
473.19            2 (0.02%)
473.2             3 (0.03%)
473.22            4 (0.04%)
473.23            1 (0.01%)
473.26            3 (0.03%)
473.27            2 (0.02%)
473.28            1 (0.01%)
473.29            1 (0.01%)
473.3             1 (0.01%)
473.31            4 (0.04%)
473.32            2 (0.02%)
473.33            1 (0.01%)
473.34            1 (0.01%)
473.36            1 (0.01%)
473.37            1 (0.01%)
473.38            1 (0.01%)
473.39            1 (0.01%)
473.4             1 (0.01%)
473.41            2 (0.02%)
473.42            1 (0.01%)
473.43            1 (0.01%)
473.44            1 (0.01%)
473.45            2 (0.02%)
473.46            2 (0.02%)
473.47            2 (0.02%)
473.48            1 (0.01%)
473.49            1 (0.01%)
473.51            3 (0.03%)
473.54            3 (0.03%)
473.55            2 (0.02%)
473.56            4 (0.04%)
473.57            3 (0.03%)
473.59            2 (0.02%)
473.6             2 (0.02%)
473.61            1 (0.01%)
473.62            2 (0.02%)
473.63            1 (0.01%)
473.64            1 (0.01%)
473.66            3 (0.03%)
473.67            1 (0.01%)
473.68            1 (0.01%)
473.71            1 (0.01%)
473.72            2 (0.02%)
473.73            2 (0.02%)
473.74            3 (0.03%)
473.75            1 (0.01%)
473.76            3 (0.03%)
473.77            1 (0.01%)
473.78            2 (0.02%)
473.79            1 (0.01%)
473.82            1 (0.01%)
473.84            4 (0.04%)
473.85            1 (0.01%)
473.86            2 (0.02%)
473.87            2 (0.02%)
473.88            3 (0.03%)
473.89            1 (0.01%)
473.9             2 (0.02%)
473.92            1 (0.01%)
473.93            1 (0.01%)
473.94            2 (0.02%)
473.96            2 (0.02%)
473.97            1 (0.01%)
473.98            1 (0.01%)
473.99            2 (0.02%)
474.01            1 (0.01%)
474.02            2 (0.02%)
474.03            5 (0.05%)
474.04            1 (0.01%)
474.07            5 (0.05%)
474.08            2 (0.02%)
474.09            2 (0.02%)
474.1             3 (0.03%)
474.11            1 (0.01%)
474.12            1 (0.01%)
474.13            1 (0.01%)
474.15            2 (0.02%)
474.16            4 (0.04%)
474.17            2 (0.02%)
474.18            1 (0.01%)
474.19            1 (0.01%)
474.2             2 (0.02%)
474.22            2 (0.02%)
474.23            1 (0.01%)
474.24            1 (0.01%)
474.25            1 (0.01%)
474.26            4 (0.04%)
474.27            2 (0.02%)
474.28            2 (0.02%)
474.29            2 (0.02%)
474.3             1 (0.01%)
474.31            1 (0.01%)
474.32            1 (0.01%)
474.35            3 (0.03%)
474.36            2 (0.02%)
474.37            1 (0.01%)
474.4             3 (0.03%)
474.41            1 (0.01%)
474.42            2 (0.02%)
474.44            2 (0.02%)
474.45            2 (0.02%)
474.46            4 (0.04%)
474.47            1 (0.01%)
474.48            1 (0.01%)
474.49            3 (0.03%)
474.5             1 (0.01%)
474.51            2 (0.02%)
474.52            1 (0.01%)
474.55            1 (0.01%)
474.56            1 (0.01%)
474.57            5 (0.05%)
474.58            2 (0.02%)
474.59            1 (0.01%)
474.6             1 (0.01%)
474.61            2 (0.02%)
474.63            2 (0.02%)
474.64            2 (0.02%)
474.65            2 (0.02%)
474.66            1 (0.01%)
474.67            1 (0.01%)
474.68            2 (0.02%)
474.69            1 (0.01%)
474.7             4 (0.04%)
474.71            3 (0.03%)
474.72            3 (0.03%)
474.73            2 (0.02%)
474.74            1 (0.01%)
474.75            2 (0.02%)
474.76            2 (0.02%)
474.77            2 (0.02%)
474.79            3 (0.03%)
474.8             1 (0.01%)
474.81            3 (0.03%)
474.82            2 (0.02%)
474.87            3 (0.03%)
474.88            2 (0.02%)
474.9             1 (0.01%)
474.91            3 (0.03%)
474.92            2 (0.02%)
474.93            4 (0.04%)
474.94            4 (0.04%)
474.96            1 (0.01%)
474.97            4 (0.04%)
474.99            2 (0.02%)
475.0             1 (0.01%)
475.01            5 (0.05%)
475.02            3 (0.03%)
475.03            1 (0.01%)
475.04            1 (0.01%)
475.06            2 (0.02%)
475.07            3 (0.03%)
475.08            2 (0.02%)
475.09            1 (0.01%)
475.13            6 (0.06%)
475.14            3 (0.03%)
475.15            1 (0.01%)
475.17            1 (0.01%)
475.18            1 (0.01%)
475.19            1 (0.01%)
475.21            2 (0.02%)
475.23            2 (0.02%)
475.24            1 (0.01%)
475.29            1 (0.01%)
475.32            2 (0.02%)
475.33            1 (0.01%)
475.34            1 (0.01%)
475.35            1 (0.01%)
475.36            2 (0.02%)
475.37            2 (0.02%)
475.38            1 (0.01%)
475.4             1 (0.01%)
475.41            1 (0.01%)
475.42            5 (0.05%)
475.43            3 (0.03%)
475.44            2 (0.02%)
475.46            3 (0.03%)
475.47            2 (0.02%)
475.48            2 (0.02%)
475.49            2 (0.02%)
475.5             1 (0.01%)
475.51            4 (0.04%)
475.52            1 (0.01%)
475.53            2 (0.02%)
475.54            2 (0.02%)
475.55            2 (0.02%)
475.57            1 (0.01%)
475.58            2 (0.02%)
475.59            3 (0.03%)
475.6             1 (0.01%)
475.61            5 (0.05%)
475.62            1 (0.01%)
475.63            1 (0.01%)
475.64            3 (0.03%)
475.65            1 (0.01%)
475.66            1 (0.01%)
475.69            1 (0.01%)
475.7             1 (0.01%)
475.72            1 (0.01%)
475.73            2 (0.02%)
475.74            2 (0.02%)
475.75            1 (0.01%)
475.76            1 (0.01%)
475.77            2 (0.02%)
475.79            1 (0.01%)
475.8             1 (0.01%)
475.85            3 (0.03%)
475.86            1 (0.01%)
475.87            1 (0.01%)
475.88            2 (0.02%)
475.89            3 (0.03%)
475.9             2 (0.02%)
475.91            1 (0.01%)
475.94            1 (0.01%)
475.96            5 (0.05%)
475.98            1 (0.01%)
476.0             2 (0.02%)
476.01            1 (0.01%)
476.02            3 (0.03%)
476.03            3 (0.03%)
476.04            2 (0.02%)
476.06            2 (0.02%)
476.09            1 (0.01%)
476.1             2 (0.02%)
476.12            4 (0.04%)
476.15            1 (0.01%)
476.18            1 (0.01%)
476.2             1 (0.01%)
476.21            1 (0.01%)
476.22            2 (0.02%)
476.24            1 (0.01%)
476.25            1 (0.01%)
476.27            1 (0.01%)
476.28            2 (0.02%)
476.29            1 (0.01%)
476.31            2 (0.02%)
476.32            1 (0.01%)
476.37            3 (0.03%)
476.4             1 (0.01%)
476.41            1 (0.01%)
476.42            2 (0.02%)
476.44            1 (0.01%)
476.45            1 (0.01%)
476.46            1 (0.01%)
476.49            2 (0.02%)
476.5             1 (0.01%)
476.54            1 (0.01%)
476.55            1 (0.01%)
476.57            1 (0.01%)
476.58            1 (0.01%)
476.6             2 (0.02%)
476.61            1 (0.01%)
476.62            1 (0.01%)
476.63            1 (0.01%)
476.64            1 (0.01%)
476.67            3 (0.03%)
476.68            2 (0.02%)
476.69            2 (0.02%)
476.7             2 (0.02%)
476.71            2 (0.02%)
476.72            2 (0.02%)
476.73            2 (0.02%)
476.74            1 (0.01%)
476.75            1 (0.01%)
476.8             2 (0.02%)
476.81            5 (0.05%)
476.83            2 (0.02%)
476.84            1 (0.01%)
476.87            2 (0.02%)
476.88            1 (0.01%)
476.89            1 (0.01%)
476.9             1 (0.01%)
476.91            2 (0.02%)
476.92            1 (0.01%)
476.96            1 (0.01%)
476.97            1 (0.01%)
476.99            3 (0.03%)
477.0             1 (0.01%)
477.01            1 (0.01%)
477.02            1 (0.01%)
477.03            2 (0.02%)
477.04            1 (0.01%)
477.05            2 (0.02%)
477.06            1 (0.01%)
477.07            2 (0.02%)
477.12            1 (0.01%)
477.13            1 (0.01%)
477.14            3 (0.03%)
477.16            1 (0.01%)
477.17            1 (0.01%)
477.18            2 (0.02%)
477.19            2 (0.02%)
477.2             5 (0.05%)
477.22            4 (0.04%)
477.23            3 (0.03%)
477.24            1 (0.01%)
477.26            2 (0.02%)
477.27            2 (0.02%)
477.3             2 (0.02%)
477.31            1 (0.01%)
477.32            1 (0.01%)
477.34            2 (0.02%)
477.36            1 (0.01%)
477.37            1 (0.01%)
477.38            3 (0.03%)
477.41            2 (0.02%)
477.45            1 (0.01%)
477.47            1 (0.01%)
477.49            2 (0.02%)
477.5             5 (0.05%)
477.51            3 (0.03%)
477.52            4 (0.04%)
477.53            2 (0.02%)
477.54            1 (0.01%)
477.56            2 (0.02%)
477.57            3 (0.03%)
477.61            2 (0.02%)
477.62            4 (0.04%)
477.65            2 (0.02%)
477.67            3 (0.03%)
477.68            2 (0.02%)
477.69            2 (0.02%)
477.71            2 (0.02%)
477.73            1 (0.01%)
477.74            1 (0.01%)
477.75            2 (0.02%)
477.76            2 (0.02%)
477.78            5 (0.05%)
477.79            1 (0.01%)
477.8             4 (0.04%)
477.81            1 (0.01%)
477.82            1 (0.01%)
477.84            2 (0.02%)
477.85            1 (0.01%)
477.86            2 (0.02%)
477.88            1 (0.01%)
477.89            2 (0.02%)
477.9             1 (0.01%)
477.91            2 (0.02%)
477.93            3 (0.03%)
477.94            2 (0.02%)
477.97            1 (0.01%)
477.99            2 (0.02%)
478.01            1 (0.01%)
478.02            3 (0.03%)
478.03            2 (0.02%)
478.04            1 (0.01%)
478.05            4 (0.04%)
478.06            1 (0.01%)
478.07            3 (0.03%)
478.08            1 (0.01%)
478.1             1 (0.01%)
478.12            1 (0.01%)
478.13            2 (0.02%)
478.16            1 (0.01%)
478.19            2 (0.02%)
478.21            3 (0.03%)
478.23            1 (0.01%)
478.24            2 (0.02%)
478.25            1 (0.01%)
478.27            3 (0.03%)
478.29            3 (0.03%)
478.3             2 (0.02%)
478.31            1 (0.01%)
478.32            1 (0.01%)
478.34            4 (0.04%)
478.35            1 (0.01%)
478.36            1 (0.01%)
478.37            3 (0.03%)
478.38            1 (0.01%)
478.42            1 (0.01%)
478.43            2 (0.02%)
478.44            1 (0.01%)
478.45            2 (0.02%)
478.47            1 (0.01%)
478.48            2 (0.02%)
478.5             2 (0.02%)
478.51            1 (0.01%)
478.52            2 (0.02%)
478.53            1 (0.01%)
478.55            2 (0.02%)
478.56            1 (0.01%)
478.58            1 (0.01%)
478.61            1 (0.01%)
478.63            1 (0.01%)
478.65            2 (0.02%)
478.66            1 (0.01%)
478.68            1 (0.01%)
478.69            2 (0.02%)
478.7             2 (0.02%)
478.71            1 (0.01%)
478.73            1 (0.01%)
478.74            1 (0.01%)
478.75            2 (0.02%)
478.76            1 (0.01%)
478.77            1 (0.01%)
478.78            1 (0.01%)
478.79            3 (0.03%)
478.8             2 (0.02%)
478.81            2 (0.02%)
478.82            3 (0.03%)
478.85            1 (0.01%)
478.86            1 (0.01%)
478.87            2 (0.02%)
478.88            5 (0.05%)
478.89            1 (0.01%)
478.94            1 (0.01%)
478.95            2 (0.02%)
478.96            2 (0.02%)
478.98            2 (0.02%)
478.99            1 (0.01%)
479.0             2 (0.02%)
479.01            1 (0.01%)
479.02            2 (0.02%)
479.03            5 (0.05%)
479.06            2 (0.02%)
479.08            3 (0.03%)
479.09            1 (0.01%)
479.11            1 (0.01%)
479.12            1 (0.01%)
479.13            2 (0.02%)
479.14            2 (0.02%)
479.15            3 (0.03%)
479.16            3 (0.03%)
479.17            1 (0.01%)
479.18            2 (0.02%)
479.19            1 (0.01%)
479.2             3 (0.03%)
479.21            2 (0.02%)
479.22            2 (0.02%)
479.23            3 (0.03%)
479.24            4 (0.04%)
479.25            1 (0.01%)
479.28            3 (0.03%)
479.3             1 (0.01%)
479.31            1 (0.01%)
479.32            4 (0.04%)
479.33            1 (0.01%)
479.35            2 (0.02%)
479.4             2 (0.02%)
479.42            1 (0.01%)
479.43            2 (0.02%)
479.44            1 (0.01%)
479.45            2 (0.02%)
479.48            2 (0.02%)
479.52            1 (0.01%)
479.53            5 (0.05%)
479.56            3 (0.03%)
479.57            1 (0.01%)
479.58            2 (0.02%)
479.59            1 (0.01%)
479.6             1 (0.01%)
479.61            4 (0.04%)
479.62            2 (0.02%)
479.63            1 (0.01%)
479.64            3 (0.03%)
479.65            4 (0.04%)
479.66            4 (0.04%)
479.68            2 (0.02%)
479.69            2 (0.02%)
479.7             1 (0.01%)
479.74            2 (0.02%)
479.76            1 (0.01%)
479.78            5 (0.05%)
479.8             3 (0.03%)
479.81            1 (0.01%)
479.82            1 (0.01%)
479.83            2 (0.02%)
479.85            1 (0.01%)
479.86            2 (0.02%)
479.87            1 (0.01%)
479.88            1 (0.01%)
479.89            1 (0.01%)
479.91            3 (0.03%)
479.92            1 (0.01%)
479.94            2 (0.02%)
479.95            3 (0.03%)
479.96            2 (0.02%)
479.97            2 (0.02%)
479.98            1 (0.01%)
480.01            1 (0.01%)
480.04            1 (0.01%)
480.05            4 (0.04%)
480.06            1 (0.01%)
480.07            1 (0.01%)
480.08            2 (0.02%)
480.11            1 (0.01%)
480.13            1 (0.01%)
480.14            1 (0.01%)
480.15            1 (0.01%)
480.18            2 (0.02%)
480.19            1 (0.01%)
480.2             1 (0.01%)
480.21            2 (0.02%)
480.25            2 (0.02%)
480.26            1 (0.01%)
480.28            1 (0.01%)
480.29            1 (0.01%)
480.31            1 (0.01%)
480.32            1 (0.01%)
480.34            1 (0.01%)
480.35            2 (0.02%)
480.36            2 (0.02%)
480.38            6 (0.06%)
480.39            1 (0.01%)
480.4             2 (0.02%)
480.41            1 (0.01%)
480.47            2 (0.02%)
480.48            1 (0.01%)
480.49            2 (0.02%)
